Age,Income,Employment_Years,Education_Level,Credit_Score,Loan_Purpose,Loan_Amount,Loan_Term_Days,Number_of_Open_Accounts,Outstanding Debt,DTI,Credit_Worthy
39,603247,28.18,3,873,3,11729,289,12,18078,3.0,1
38,415065,12.91,4,772,3,3956,37,10,53797,12.96,1
38,350322,43.62,3,727,2,31151,348,7,25896,7.39,1
25,742496,27.39,3,894,3,66711,244,1,68358,9.21,1
33,211812,17.97,2,566,3,86433,43,2,52815,24.93,0
48,132255,29.03,2,386,2,33569,126,3,48794,36.89,0
59,630610,17.79,2,545,2,73821,9,4,63849,10.12,0
27,850997,36.8,4,857,2,93477,14,5,44190,5.19,1
49,957687,25.55,3,800,2,72472,131,4,54347,5.67,1
51,528522,1.89,4,735,3,46172,325,10,1396,0.26,1
26,21132,7.95,3,535,3,90232,184,3,52120,246.64,0
34,713619,38.92,2,547,3,43506,282,1,3962,0.56,0
28,771972,25.33,2,399,1,87854,53,7,35383,4.58,0
49,870100,42.77,4,818,2,35117,41,12,17929,2.06,1
27,279427,3.26,3,797,3,10805,338,10,12094,4.33,1
39,451779,13.29,4,895,3,19706,358,6,45458,10.06,1
34,505443,8.71,1,387,3,87011,21,2,7987,1.58,0
21,653123,24.92,4,735,2,92569,295,2,26727,4.09,1
64,162003,17.23,2,613,2,73754,208,3,53586,33.08,1
42,802516,7.08,3,727,2,35419,151,8,72571,9.04,1
38,617457,28.92,3,738,3,92285,69,8,58401,9.46,1
54,280529,24.13,4,765,2,57354,331,10,64620,23.04,1
55,463855,12.36,2,304,3,45418,318,10,13581,2.93,0
18,273608,21.59,1,440,1,2314,301,10,59226,21.65,0
42,778673,33.56,4,708,2,74170,27,12,1205,0.15,1
53,734261,9.24,3,802,2,49969,116,10,24332,3.31,1
34,644705,13.18,2,356,3,35328,142,11,3584,0.56,0
58,545332,15.57,3,726,2,44796,41,14,44100,8.09,1
41,197763,33.6,3,888,2,3355,106,12,7540,3.81,1
19,251807,38.11,3,802,3,27941,74,8,44380,17.62,1
57,44363,16.94,3,477,3,5434,60,7,56293,126.89,0
32,328838,13.35,1,381,3,77917,298,14,8224,2.5,0
49,414798,40.03,2,384,1,40622,122,2,31340,7.56,0
56,827733,44.97,4,764,3,39808,203,1,64591,7.8,1
23,356473,30.17,2,642,2,65250,11,6,11523,3.23,1
18,21620,44.55,2,589,1,30797,147,11,28015,129.58,0
64,344368,29.7,2,655,3,10822,216,8,44083,12.8,1
40,469871,33.01,4,835,1,65580,321,1,73835,15.71,1
56,115419,17.49,2,549,1,16129,303,3,52946,45.87,0
34,712894,19.48,4,793,2,65650,14,1,65738,9.22,1
51,926482,6.49,4,747,1,77142,67,10,73493,7.93,1
58,516712,37.02,1,399,3,8308,180,9,7386,1.43,0
46,976894,41.9,3,781,1,92793,242,7,64553,6.61,1
26,746989,28.05,4,893,1,75607,160,14,71544,9.58,1
30,862288,15.46,3,816,2,88819,10,8,34563,4.01,1
23,200324,6.93,2,566,2,88599,124,9,66945,33.42,0
23,337953,11.93,3,751,3,8227,273,3,917,0.27,1
37,566547,11.49,3,863,2,47882,241,10,65227,11.51,1
20,40655,27.61,3,586,3,15746,143,11,53584,131.8,0
34,970509,42.53,2,323,3,90991,353,2,73315,7.55,0
29,969133,2.17,2,395,2,83844,167,6,71883,7.42,0
64,961114,0.05,4,857,1,22813,57,5,35935,3.74,1
62,470400,27.01,4,820,2,32367,138,4,16449,3.5,1
18,41602,12.78,1,371,1,3964,327,6,53472,128.53,0
34,892377,39.62,2,652,1,76297,353,6,36419,4.08,1
20,686470,14.73,1,670,3,32659,17,12,14716,2.14,1
43,943577,13.04,2,363,3,75958,332,3,34784,3.69,0
32,907278,12.13,3,826,2,72346,273,14,25898,2.85,1
53,362962,6.52,1,672,1,31462,334,2,22699,6.25,1
49,947699,26.17,1,338,2,32480,3,9,41573,4.39,0
49,545825,7.57,1,684,3,65094,243,8,8844,1.62,1
21,430354,19.11,2,652,1,41384,108,14,31552,7.33,1
35,981832,20.74,4,869,2,80022,51,4,27443,2.8,1
36,800498,0.92,1,376,2,78974,350,6,26697,3.34,0
60,721562,0.76,4,704,3,55377,174,3,4764,0.66,1
52,191236,23.41,2,439,3,15416,116,11,27772,14.52,0
57,932977,31.32,1,551,3,24563,183,8,5536,0.59,0
31,109743,42.4,2,456,3,75839,361,3,32520,29.63,0
50,467875,8.06,4,702,2,4988,355,2,12021,2.57,1
31,106155,4.65,4,760,3,93828,154,7,29746,28.02,1
51,987196,2.34,1,666,3,11425,247,14,30907,3.13,1
21,926630,19.62,4,774,2,19188,76,3,35897,3.87,1
41,962349,28.04,3,829,2,75022,244,13,11298,1.17,1
46,109846,37.82,3,328,1,76903,81,9,49690,45.24,0
36,778795,30.72,1,340,2,97445,229,3,57082,7.33,0
23,312706,9.38,2,328,1,15519,72,8,54184,17.33,0
50,834468,20.78,2,399,3,91116,218,2,59763,7.16,0
57,736112,40.97,2,619,1,53849,243,9,63574,8.64,1
36,880665,14.7,3,757,1,45954,314,1,26784,3.04,1
18,627337,22.44,4,837,3,3004,78,12,46792,7.46,1
22,259647,43.14,3,710,3,99527,158,3,30087,11.59,1
44,350825,33.06,4,834,3,79066,48,11,41923,11.95,1
33,309962,33.65,3,776,1,63656,312,14,1244,0.4,1
23,968048,11.36,2,663,2,80635,298,2,56270,5.81,1
57,868964,18.66,2,488,2,88955,24,13,42830,4.93,0
30,339849,3.71,2,393,2,20800,110,14,52283,15.38,0
52,564392,27.29,1,641,3,27733,52,13,21864,3.87,1
36,406480,4.67,1,480,3,84744,290,12,32338,7.96,0
29,672192,37.62,4,764,2,24155,259,7,24689,3.67,1
33,876035,36.65,1,582,3,18742,324,5,7975,0.91,0
60,646787,24.01,3,834,1,53114,139,8,9492,1.47,1
27,865457,6.35,3,764,1,58374,306,2,2305,0.27,1
42,771624,1.15,4,757,3,3746,338,8,29001,3.76,1
37,838749,35.85,4,724,2,13273,275,7,11499,1.37,1
48,444632,27.01,2,603,2,7125,44,12,3815,0.86,1
21,193084,31.99,1,559,1,12649,259,11,29926,15.5,0
61,544156,13.67,2,691,3,14953,113,5,61225,11.25,1
40,912017,22.93,1,512,2,50523,227,2,37807,4.15,0
19,481261,33.62,1,414,2,61256,65,10,48794,10.14,0
39,696760,20.82,4,895,3,95588,163,11,13366,1.92,1
54,330414,27.06,2,487,3,11426,164,7,36550,11.06,0
25,223141,35.54,2,559,2,3563,166,10,34727,15.56,0
24,663703,9.68,1,435,3,27263,39,4,50449,7.6,0
31,463049,2.97,1,389,3,98236,153,4,39110,8.45,0
20,214716,23.93,4,715,3,14175,320,8,63616,29.63,1
33,624494,2.8,3,846,2,94345,360,6,9225,1.48,1
36,351612,34.5,2,684,1,43415,269,9,70619,20.08,1
35,210545,32.36,2,400,3,16110,324,11,59950,28.47,0
33,983313,39.68,4,861,2,66533,326,2,40070,4.07,1
25,451544,28.78,4,811,1,705,75,5,47044,10.42,1
50,450000,3.02,2,344,2,36545,257,6,30935,6.87,0
29,43723,11.39,2,362,2,37415,200,8,29527,67.53,0
28,867078,36.36,1,649,2,8752,98,4,19613,2.26,1
22,741615,7.52,3,833,1,32329,104,11,35176,4.74,1
44,544362,31.43,2,591,2,30630,164,7,43928,8.07,0
29,799533,35.11,4,820,1,49201,113,11,22074,2.76,1
34,308642,14.86,1,658,3,86050,103,7,6573,2.13,1
23,740882,14.5,1,365,1,93539,37,4,3951,0.53,0
50,641169,25.1,4,818,2,80366,106,1,55302,8.63,1
22,433757,38.76,4,707,1,38024,187,3,10007,2.31,1
45,590217,10.08,1,494,2,38641,364,2,40254,6.82,0
31,143199,42.36,4,726,3,64758,21,13,27732,19.37,1
22,251525,26.96,1,589,1,56427,148,13,34416,13.68,0
50,308172,44.65,4,727,3,93534,129,12,47814,15.52,1
58,49545,4.03,1,458,1,43754,187,3,57704,116.47,0
36,623857,5.7,2,444,2,16030,284,5,74893,12.0,0
39,51673,37.2,2,533,1,3618,199,11,40861,79.08,0
22,444190,38.91,4,807,3,31082,235,12,22014,4.96,1
19,472115,20.05,3,822,1,6875,108,1,3245,0.69,1
47,436313,32.13,2,502,3,24090,9,5,63441,14.54,0
64,908943,39.04,1,564,3,5478,226,2,41463,4.56,0
56,375288,1.94,3,756,2,46502,209,14,22755,6.06,1
21,346968,25.83,1,600,1,39541,245,4,20589,5.93,0
50,43525,38.41,1,689,3,72080,288,6,62183,142.87,0
30,602092,17.92,2,697,2,79812,66,9,58688,9.75,1
37,166115,13.61,4,310,2,25160,356,10,60724,36.56,0
24,586134,35.81,4,768,2,75015,153,6,23639,4.03,1
32,97261,15.11,1,394,3,47093,191,10,786,0.81,0
40,777600,0.14,2,429,1,93204,218,13,228,0.03,0
31,520827,43.18,1,402,3,22865,154,11,70484,13.53,0
40,987731,26.65,3,716,2,59153,277,12,7478,0.76,1
36,204100,36.88,1,409,3,96438,82,2,17212,8.43,0
46,974887,37.14,2,591,3,23296,221,8,28388,2.91,0
37,835915,2.99,1,430,2,15568,280,5,10218,1.22,0
46,27265,7.69,2,490,1,94485,111,9,47489,174.18,0
41,829195,14.0,4,742,2,8274,92,10,11557,1.39,1
35,226724,14.43,2,392,2,45920,12,9,26915,11.87,0
27,35733,29.65,3,588,3,19198,139,4,25705,71.94,0
58,918628,28.04,2,505,2,72682,155,13,22467,2.45,0
25,635326,22.26,3,801,3,4286,23,1,74019,11.65,1
43,319564,9.51,3,728,2,16822,220,11,19933,6.24,1
46,684607,17.19,1,486,2,71604,348,14,73225,10.7,0
27,961344,24.46,3,780,1,40552,237,9,65596,6.82,1
34,478365,21.06,2,476,2,28370,253,9,38200,7.99,0
19,41058,5.73,4,630,1,48411,183,8,28778,70.09,0
23,266301,29.23,2,455,2,41229,198,5,19055,7.16,0
22,317073,3.29,4,898,2,6487,170,5,47193,14.88,1
45,182434,17.02,3,808,2,24494,123,10,3340,1.83,1
58,630777,31.95,1,659,1,76927,34,6,60535,9.6,1
22,628952,0.9,3,771,3,30193,313,1,45956,7.31,1
35,722716,25.65,3,724,1,56736,3,9,38317,5.3,1
43,97597,15.05,4,690,2,68246,6,5,56671,58.07,0
37,812473,0.4,2,676,3,35341,304,7,30642,3.77,1
58,98209,8.57,1,513,2,54507,102,11,61746,62.87,0
44,802397,42.34,1,374,1,28437,192,8,19047,2.37,0
29,999458,23.45,1,541,1,4904,13,5,16586,1.66,0
24,212941,44.88,1,449,3,34158,36,3,7088,3.33,0
20,696419,23.62,2,622,1,75863,70,6,41431,5.95,1
27,644152,24.48,1,477,2,57550,289,7,40712,6.32,0
51,982226,17.63,4,875,3,51859,105,13,43317,4.41,1
42,168620,13.95,4,803,2,59629,204,14,43544,25.82,1
52,428294,11.32,1,418,3,31434,313,4,4472,1.04,0
33,418635,15.45,1,499,3,63634,55,9,61130,14.6,0
19,186562,20.69,2,369,2,63552,107,14,27123,14.54,0
41,227158,8.64,2,356,1,6611,141,11,68660,30.23,0
27,659446,10.12,1,365,2,41065,225,4,51460,7.8,0
55,996264,12.22,2,357,1,39540,307,11,38772,3.89,0
39,967841,20.22,3,816,1,63218,348,10,69327,7.16,1
43,21468,29.38,1,606,2,85363,309,2,32037,149.23,0
60,306453,38.53,2,320,3,49317,36,9,55088,17.98,0
56,92255,12.92,4,378,2,31239,133,4,35879,38.89,0
44,802366,8.27,1,611,3,85430,25,4,1602,0.2,1
46,888331,17.05,1,653,1,68617,337,10,11789,1.33,1
64,573006,40.25,4,746,3,12885,37,1,52930,9.24,1
55,245409,0.44,4,817,2,54840,19,14,21308,8.68,1
37,259967,30.5,2,470,3,80302,35,2,27130,10.44,0
44,713201,21.47,4,783,1,70732,363,12,63870,8.96,1
58,758925,7.25,3,807,1,14050,310,3,12713,1.68,1
37,984164,14.45,1,586,3,64742,6,7,22304,2.27,0
61,388697,10.12,3,714,1,51269,199,12,46516,11.97,1
36,856713,39.5,2,475,1,72309,34,9,16005,1.87,0
37,395595,21.68,4,761,3,67378,56,12,20350,5.14,1
52,267113,25.34,1,369,1,38588,256,5,46060,17.24,0
64,807199,26.72,4,830,3,36377,211,4,59057,7.32,1
19,417111,28.78,4,865,3,45141,97,13,57373,13.75,1
47,602314,22.3,2,642,1,3634,282,2,48806,8.1,1
51,924574,0.8,2,357,3,80321,241,14,15686,1.7,0
39,587256,15.06,2,544,1,70772,170,13,41698,7.1,0
20,715457,8.27,2,344,1,71221,347,12,26010,3.64,0
23,428548,30.61,1,471,1,92994,294,14,19679,4.59,0
32,165693,2.55,3,707,2,74190,227,7,36624,22.1,1
44,621158,25.37,3,826,1,56410,315,6,13370,2.15,1
27,562462,9.48,1,365,3,1734,127,12,35520,6.32,0
26,930789,42.7,4,770,3,17008,280,12,74906,8.05,1
50,905621,15.1,1,488,3,21410,21,7,42257,4.67,0
49,584790,14.63,3,716,2,80753,316,8,1330,0.23,1
23,318818,41.55,3,770,2,67358,246,9,31408,9.85,1
58,581548,18.78,1,652,3,74247,90,10,51780,8.9,1
53,980002,43.33,2,335,3,56181,6,5,18835,1.92,0
19,742969,1.09,4,767,2,61672,266,11,47304,6.37,1
46,724824,13.79,1,407,3,69500,97,5,39826,5.49,0
21,616093,29.98,3,720,1,66703,150,4,57018,9.25,1
18,215991,40.09,2,509,1,91612,80,11,43328,20.06,0
36,803924,11.54,4,745,3,72907,17,3,69831,8.69,1
43,205541,41.87,3,873,1,77464,138,13,42425,20.64,1
42,37194,26.74,4,647,3,31231,140,7,59537,160.07,0
27,702171,36.05,2,406,2,20486,339,13,73686,10.49,0
32,878809,17.87,3,823,3,49881,40,13,47247,5.38,1
39,675152,9.55,2,315,2,61860,168,5,60639,8.98,0
38,538953,41.01,1,538,1,67470,74,7,23578,4.37,0
39,588011,41.99,1,689,1,54570,74,2,32176,5.47,1
53,251408,22.39,4,883,1,53383,50,9,63610,25.3,1
51,488451,0.29,2,555,3,2453,10,9,58588,11.99,0
47,262113,4.94,2,600,2,13978,103,13,3767,1.44,0
42,96298,25.79,4,444,2,76768,350,9,39825,41.36,0
62,603526,1.07,4,863,1,8303,299,13,26057,4.32,1
45,279425,17.86,4,711,1,10422,339,13,8300,2.97,1
18,649721,13.65,1,349,2,76931,104,5,36332,5.59,0
62,530609,32.15,4,758,3,58875,290,14,57224,10.78,1
21,127092,2.5,1,659,1,36025,280,10,43867,34.52,1
24,284291,21.99,4,711,3,22347,142,12,7850,2.76,1
26,249991,26.06,2,489,1,17440,297,9,13772,5.51,0
53,320589,27.78,2,595,1,85878,170,1,29605,9.23,0
36,729163,18.23,4,792,3,22622,13,2,6036,0.83,1
18,212180,13.7,4,829,3,44694,157,10,64521,30.41,1
27,650458,30.71,1,648,3,77731,174,5,73496,11.3,1
53,939517,38.14,3,807,3,46435,162,5,3197,0.34,1
26,367761,31.21,1,640,2,89061,132,6,50338,13.69,1
62,233482,41.94,2,513,2,34823,28,14,36900,15.8,0
63,859934,32.28,4,773,1,75840,83,8,19460,2.26,1
59,661404,34.41,2,682,1,5091,363,12,65949,9.97,1
49,844187,7.56,3,730,1,97262,269,1,74211,8.79,1
49,684093,18.88,1,474,2,36933,251,10,36616,5.35,0
23,815911,21.83,2,500,3,16167,106,12,8795,1.08,0
55,619649,11.53,1,404,1,13863,261,9,24359,3.93,0
34,696664,23.78,4,797,2,52055,353,4,33850,4.86,1
27,448910,13.09,2,402,1,44963,14,8,62604,13.95,0
44,144232,30.94,3,340,2,17508,80,12,73753,51.13,0
52,912018,21.16,1,450,3,25276,160,13,8390,0.92,0
38,101171,20.65,1,567,2,35197,178,12,41383,40.9,0
42,396295,44.26,3,770,3,51950,155,5,56088,14.15,1
45,106296,17.66,2,651,1,53946,35,1,4528,4.26,1
64,160562,16.3,2,577,3,35894,259,14,56259,35.04,0
32,172324,14.34,1,355,2,63424,260,9,6694,3.88,0
21,518506,40.26,3,715,1,89867,135,8,37672,7.27,1
46,682222,22.35,1,521,1,58586,131,5,32824,4.81,0
26,261535,27.0,1,478,2,1111,81,14,57365,21.93,0
44,352103,8.14,4,833,3,23527,59,11,18379,5.22,1
43,423666,24.34,2,557,2,38492,74,14,17219,4.06,0
36,338166,12.36,2,361,3,59090,239,4,14527,4.3,0
45,803258,32.88,4,822,3,50952,129,8,42875,5.34,1
34,868423,37.46,2,341,1,15329,315,9,44282,5.1,0
60,191999,32.17,2,672,3,78880,138,7,69673,36.29,1
58,775737,32.86,2,672,1,82238,103,4,14706,1.9,1
59,331997,23.06,3,742,2,90098,9,7,16404,4.94,1
37,51826,32.05,4,351,2,25402,232,6,17417,33.61,0
62,849311,19.02,1,678,1,23636,99,11,41785,4.92,1
57,732625,29.32,3,885,1,87846,218,12,63377,8.65,1
56,616649,11.66,1,611,3,5685,237,3,11854,1.92,1
40,260028,3.14,4,766,1,49230,222,10,28370,10.91,1
64,360134,18.61,4,758,2,62057,168,3,47122,13.08,1
49,371931,20.78,4,747,1,57310,62,1,748,0.2,1
64,237256,11.54,2,334,1,82831,318,14,43327,18.26,0
50,60736,32.75,3,435,1,80473,10,13,39773,65.49,0
63,306674,3.31,4,775,3,5556,234,5,48410,15.79,1
22,229124,10.02,1,541,1,53961,87,8,69084,30.15,0
60,198130,33.69,2,587,3,37389,267,12,29012,14.64,0
51,650368,19.67,2,520,3,9875,204,6,55758,8.57,0
57,487310,31.74,3,744,1,64981,318,8,50957,10.46,1
28,356399,25.54,3,784,3,14199,333,7,60023,16.84,1
20,680246,42.78,3,822,1,41942,360,2,67560,9.93,1
50,408742,26.9,2,494,2,57263,241,8,74129,18.14,0
28,244793,0.67,4,801,2,82451,56,4,59763,24.41,1
33,662911,15.88,1,582,3,77862,110,11,63770,9.62,0
35,319531,6.44,4,818,2,95708,49,5,31110,9.74,1
47,696935,41.61,1,302,1,74775,243,11,26500,3.8,0
27,656548,4.68,4,756,3,95696,16,13,25945,3.95,1
35,452859,17.45,3,892,1,44967,73,8,43281,9.56,1
55,947604,10.17,1,546,3,9959,202,5,18262,1.93,0
36,473572,38.1,2,447,3,55800,93,5,43648,9.22,0
53,421072,13.89,1,498,3,2639,137,6,58742,13.95,0
30,451385,44.64,2,420,3,78835,33,7,23346,5.17,0
63,966308,1.74,4,868,2,33258,88,9,10112,1.05,1
20,711150,5.77,3,700,2,65718,203,14,16390,2.3,1
27,313132,10.11,1,629,2,50254,39,11,57930,18.5,1
55,523195,36.5,2,408,3,57924,114,7,9714,1.86,0
18,358592,39.53,4,831,2,12381,333,6,36647,10.22,1
44,976010,3.22,3,770,3,15220,247,12,19854,2.03,1
63,395574,1.46,3,709,2,10046,343,10,9014,2.28,1
25,763264,33.51,3,826,3,76527,208,4,3094,0.41,1
63,480522,6.0,4,856,2,85276,312,14,47545,9.89,1
59,949809,5.98,4,714,2,26211,297,11,50010,5.27,1
34,685329,1.01,4,718,2,52496,360,10,26882,3.92,1
26,294548,2.24,3,885,3,33390,211,12,30768,10.45,1
23,422205,11.87,1,665,3,96240,355,2,40746,9.65,1
60,478521,2.93,2,345,2,34562,59,11,59531,12.44,0
42,449199,16.6,4,717,3,84272,156,13,33994,7.57,1
56,785644,37.47,1,405,1,4937,122,11,27133,3.45,0
45,190534,14.68,2,302,2,11901,120,9,41614,21.84,0
50,301504,32.75,3,769,2,23810,297,10,56553,18.76,1
54,892089,4.23,1,552,1,97257,322,11,70093,7.86,0
26,439503,29.67,3,721,3,41016,62,5,2718,0.62,1
35,216544,14.25,2,354,3,13165,158,5,24539,11.33,0
38,266512,33.74,4,817,3,62646,40,11,42023,15.77,1
19,784325,6.13,3,891,2,45574,242,12,38891,4.96,1
60,998817,40.4,1,596,2,93866,40,3,53681,5.37,0
55,54160,10.92,4,409,2,36488,358,13,39408,72.76,0
57,288933,15.89,1,672,2,76267,190,3,23403,8.1,1
53,178253,42.76,2,522,2,95464,234,1,27225,15.27,0
60,689745,26.03,2,547,3,74767,15,12,63249,9.17,0
54,889029,16.46,4,835,1,79943,124,11,70287,7.91,1
32,85641,42.73,1,620,3,3809,228,5,13821,16.14,1
45,850679,14.81,1,686,3,48854,280,3,35838,4.21,1
35,630961,4.27,1,545,2,86357,48,11,20979,3.32,0
51,251322,44.86,1,369,1,97830,189,2,13714,5.46,0
39,287688,12.05,2,317,1,5194,304,11,40432,14.05,0
28,791143,38.31,1,485,3,9515,47,9,31208,3.94,0
30,426491,7.45,2,416,1,48946,184,13,71840,16.84,0
21,780649,32.91,1,556,3,79166,105,14,6143,0.79,0
39,607536,23.6,1,577,3,7572,247,10,3756,0.62,0
24,316694,44.14,3,794,3,63830,264,6,66367,20.96,1
60,860125,24.88,3,850,3,36231,206,3,39343,4.57,1
41,935356,1.13,1,691,2,85043,18,7,6122,0.65,1
21,432857,27.17,2,414,1,83837,364,12,28305,6.54,0
45,222821,6.54,1,361,2,28048,251,9,48295,21.67,0
32,800237,35.93,3,718,2,47008,238,9,64903,8.11,1
18,886453,38.55,1,614,2,49935,340,1,43705,4.93,1
20,297749,21.69,3,823,3,23215,321,2,45259,15.2,1
31,516389,35.24,1,379,3,28061,302,8,34613,6.7,0
55,70713,6.53,4,446,2,47183,66,11,46018,65.08,0
18,433606,22.14,1,321,2,59517,336,1,23228,5.36,0
55,357547,17.73,2,382,1,52162,150,11,58923,16.48,0
55,864898,27.51,3,767,2,47282,193,12,65737,7.6,1
38,548269,2.0,4,704,3,2117,147,11,71408,13.02,1
46,946997,33.85,3,704,2,4323,183,14,21835,2.31,1
22,922063,3.56,3,852,1,61952,106,3,31326,3.4,1
27,401382,29.54,2,579,1,50609,236,11,29547,7.36,0
45,115335,0.83,1,428,2,23175,126,7,26973,23.39,0
38,127441,37.43,2,413,1,6631,179,8,65460,51.36,0
24,36984,7.86,1,583,1,4766,13,5,52384,141.64,0
20,669868,23.2,4,746,3,89417,231,14,3697,0.55,1
62,917748,11.77,2,640,1,44123,28,2,52446,5.71,1
64,435976,32.52,2,487,1,35336,323,3,18014,4.13,0
37,676884,14.46,3,718,2,40159,261,9,20403,3.01,1
36,662742,32.61,2,386,3,40123,100,13,37258,5.62,0
52,69402,12.82,1,441,1,4336,188,11,67553,97.34,0
21,111656,33.86,2,550,2,67575,337,13,62418,55.9,0
22,85614,1.38,2,625,2,36724,300,10,41127,48.04,1
18,186963,12.75,4,813,2,32918,119,7,33744,18.05,1
21,373153,22.44,1,307,2,81562,46,13,40074,10.74,0
29,453048,2.03,3,736,2,93188,68,1,17244,3.81,1
44,327980,8.37,1,385,2,30200,305,3,20329,6.2,0
59,950866,42.05,4,771,1,66996,171,9,210,0.02,1
40,975425,43.96,1,680,3,44796,358,7,9801,1.0,1
42,803077,33.29,1,565,3,77630,196,12,65750,8.19,0
38,956066,11.35,2,366,2,25041,333,13,28008,2.93,0
41,675337,11.72,2,440,2,93167,20,13,38551,5.71,0
42,882839,29.06,1,594,3,59447,111,13,40171,4.55,0
62,814042,5.29,1,363,1,76729,146,14,25549,3.14,0
63,653669,42.67,3,729,2,33125,192,2,28376,4.34,1
49,506134,10.12,4,831,3,11751,229,6,65840,13.01,1
49,35791,44.98,2,344,3,98448,12,9,56153,156.89,0
22,78047,22.31,2,433,2,90480,217,4,50013,64.08,0
53,514064,34.71,2,315,3,83354,79,10,51008,9.92,0
63,254898,0.1,2,577,1,49923,36,2,72488,28.44,0
59,481122,39.99,1,518,3,48222,264,3,34936,7.26,0
59,695025,12.15,1,576,2,13689,28,7,71496,10.29,0
56,90246,30.06,3,520,2,39868,86,4,35243,39.05,0
33,216936,36.29,2,492,3,65086,188,7,26327,12.14,0
50,983955,7.39,2,457,3,85658,305,5,53812,5.47,0
38,254955,19.91,1,323,2,334,254,14,69812,27.38,0
26,368292,22.22,3,763,1,72470,80,8,53538,14.54,1
23,590178,14.05,1,440,3,15155,186,8,57830,9.8,0
62,420010,21.68,2,521,1,68843,5,5,9553,2.27,0
52,577176,14.29,2,325,1,2500,46,7,72812,12.62,0
56,157821,16.23,4,797,2,75245,354,11,15486,9.81,1
39,590819,30.12,4,719,2,87109,102,6,33541,5.68,1
58,922084,28.47,4,760,2,89571,2,13,50985,5.53,1
22,827040,10.45,3,823,1,54257,217,8,46114,5.58,1
59,363130,40.39,1,542,2,89510,25,9,7606,2.09,0
40,366140,38.83,2,689,2,60698,257,5,24758,6.76,1
34,600305,22.91,2,308,1,25115,223,7,44866,7.47,0
29,517163,19.5,3,827,1,79820,324,14,62812,12.15,1
40,77676,16.96,2,656,1,95179,69,1,8338,10.73,1
33,555848,31.83,2,571,1,66286,197,11,1840,0.33,0
20,467617,30.22,1,559,3,64530,272,8,53103,11.36,0
47,70468,8.83,4,731,2,98025,182,3,17703,25.12,1
39,707823,30.22,4,783,3,49285,18,1,16360,2.31,1
26,969167,11.36,3,792,1,92964,107,6,32515,3.35,1
46,471989,0.84,4,827,1,62406,17,14,43219,9.16,1
64,839555,31.46,4,716,1,19516,125,13,2941,0.35,1
54,638634,29.02,3,740,1,78755,82,8,23954,3.75,1
40,685078,18.49,3,744,1,73280,4,11,61406,8.96,1
30,737997,23.66,4,715,2,50362,115,3,72935,9.88,1
49,806460,42.62,1,575,3,74289,351,1,38227,4.74,0
63,999874,26.78,3,741,3,80052,351,3,2053,0.21,1
64,67599,29.6,2,565,2,90533,137,5,55607,82.26,0
40,168469,2.88,3,751,2,53762,287,11,44813,26.6,1
62,260270,7.47,2,487,2,67510,228,8,6306,2.42,0
34,65406,13.54,3,875,3,52291,16,9,8408,12.86,1
57,854089,24.27,3,850,3,76065,298,13,786,0.09,1
38,87560,34.95,4,543,1,12313,212,12,67172,76.72,0
19,536394,14.46,4,732,3,49087,246,9,14273,2.66,1
54,648431,16.04,4,826,3,83276,286,4,10492,1.62,1
23,540112,11.53,1,504,2,59883,282,8,3110,0.58,0
61,164575,11.46,4,852,3,61453,177,11,12516,7.61,1
35,74943,42.7,4,605,1,15902,31,5,37773,50.4,0
47,95839,28.6,3,800,3,81758,50,3,22141,23.1,1
39,626962,7.02,3,799,2,60746,143,5,72982,11.64,1
50,569633,32.5,1,643,2,87289,52,2,33053,5.8,1
47,269495,32.49,2,378,1,43771,233,11,44542,16.53,0
34,70390,29.99,3,882,1,89737,166,11,2414,3.43,1
60,770401,6.06,3,797,3,67045,38,11,18028,2.34,1
49,341701,18.36,2,367,1,43488,20,6,72772,21.3,0
59,21906,4.8,1,633,1,34700,99,1,9320,42.55,1
31,977671,36.75,3,831,2,84044,215,6,28049,2.87,1
27,552249,29.48,4,727,2,60790,44,13,58614,10.61,1
64,177212,22.82,1,328,3,5836,111,5,30373,17.14,0
53,925721,15.44,2,637,3,70629,89,13,71872,7.76,1
51,209773,8.29,2,421,3,43971,319,9,49796,23.74,0
26,359711,4.79,4,875,3,47265,118,13,64808,18.02,1
59,362808,43.62,4,804,2,56886,239,14,64395,17.75,1
45,101199,8.98,4,371,3,31347,72,7,40986,40.5,0
28,805216,2.69,1,409,3,28921,310,6,70344,8.74,0
31,119764,43.28,2,412,1,3313,304,11,14951,12.48,0
56,142357,24.7,4,696,3,29595,163,12,71873,50.49,0
64,362873,35.85,4,742,1,71844,251,7,6525,1.8,1
36,441777,1.97,2,564,2,9744,357,10,61175,13.85,0
32,332712,25.51,3,739,3,6553,195,5,38491,11.57,1
45,915781,17.92,1,345,1,76729,60,1,50221,5.48,0
41,879734,34.74,3,757,3,11363,98,9,41899,4.76,1
25,639256,1.73,4,883,1,56580,356,5,36867,5.77,1
60,180576,18.08,1,439,3,65941,355,4,15266,8.45,0
26,922548,35.96,3,800,2,99788,73,6,29831,3.23,1
64,843578,23.52,2,580,2,32121,222,5,10518,1.25,0
50,584585,24.75,4,788,1,18058,119,1,8096,1.38,1
50,630682,4.37,1,545,1,66508,182,2,47386,7.51,0
36,933605,5.95,1,478,2,41228,218,4,50296,5.39,0
20,932374,30.46,1,679,3,87598,256,8,22278,2.39,1
